comment,label
Great content as always .Well appreciated thanks,0
We are experiencing the greatest transfer of wealth in the history of the world right now. yet you have people saying they cant afford to invest. for me its more like I cant afford to invest. those who invest now in a few years will be decades ahead of their peers.,0
genuinely I am so glad I came across your video! I am 17 about to turn 18 in under a month and have wanted to know how to get into stocks but never knew where to begin. May your life have many blessings to come in the future! Great video with straight-to-the-point facts that were really easy to understand.,0
From where should I start?,0
Your too good today I understood what I really want to learn. Thank u man.,0
#Realsourceinvestment You will be granted favor by God is all areas of life  I didnt think my life had meaning until I met you guys nvesting now no matter how small will really help,1
So basically it's gambling your money away.,0
Trading crypto with Alana  Blair has being a game changer for me,0
Buy Richie while it's still early ,1
what the difference between coinbase and blockchain,0
coinbase pro homie. avoid that crazy fee,0
Thanks for making this video that I finally understand the options trading. options trading has really transform a lot of people making money make me live a luxury life and give my family the best.,1
Crypto is the new gold,0
Woahhhhhh shoutout to you !,0
Successful people don't become that way overnight .most  people you see  as a glance-wealth a great career purpose-is the result of hard work and hustle over time. I pray that anyone who reads this will be successful in life..,1
What do u think of etoro?,0
this is such amazing information like how is this not a paid course?,0
Coin!!!,1
I made a lot of cash back then in 2017 trading BTC I didnt trade myself though. I had a trader but when I lost touch with him I stopped trading but now I see the rapid increase Im back at it. Still looking for a trader . Ill try yours thanks .,0
I do thank him and recommended him for those out there who are confused about trading and forex too should try investing with him. His trading services is working very awesome.,0
I've been thinking to start investing for a while now but i still have a few unanswered questions 1: Can i invest into the US companies from my country? 2: How do you withdraw/earn the money from the S&P500 let's say do you sell the stocks/shares or do you get payed by the divident thing 3: Should i invest actively into the S&P? Let's say 300$ a month 4: Should i start doing side hustles instantly or wait to accumulate money throught jobs/investing?,1
 am very grateful   to come in contact with her you are indeed God sent,0
I believe other companies sale your email and phone numbers.,0
This video is really helpful.,0
TThe trading system is a set of certain algorithms trading instructions and action of the trader on the basis of the technical analysis. In each trading system the conditions for entry/exit time intervals money management and risk management are clearly defined. Trading systems allow you to limit the factor of emotional influence on decision-making as well as to give the trade a certain degree of systemic character. I have been trading forex for 6 months now and never have! regretted going into it my only regret is not going through the right way as I lost a lot before l was directed to the best trading agent in the market REALSOURCEINVESTMENTORG grew my account drastically with my initial investment of $4500 to $32000 in a week.,1
I can attest to the majestic trading skill  of  *Surefiredaytrading* thru instegram Trading and looking into stocks/crypto empowerment is profitably insane. Didn't take a while before I ventured the trade lessons with Austin. And from 4 months previously I have made over 15000 grand just sitting at my relived zone.,1
Hemcracks on Instagram is perfect genuine intelligent expert reliable and trustworthy in fact he deserved to be crown  .,1
11:05 best crypto news sites.,0
A successful life is all about the positive moves we take in life crypto currency is every man's dream.,0
Bee network : gzimbekteshi Pi network : GzimB,1
Hi would you find it useful to hyperlink your portfolio like an unlisted youtube video so it is easily shareable and your friends can follow your trades and vice versa? Would love to build something like that for this community if you would like...,1
Any French that knows index fund available in France/Europe?,0
Thanks to you all for your testimoniesit has helped me greatly I thought she was not real but I will now boldly testify...her strategies is awesome.,1
Investing on BTC with  has been profitable so far. I made 4btc on my first investment.,1
Coin!  Good work!,0
I was interested in buying a house last November. I had to fix my Bitcoin investment plan and I didnt prequalify to buy till March. My first house I offered was rejected and I didnt find a great deal till June and closed July 31st. It takes time and stressful and just a roller coaster ride! Moving and furnishing be prepared to drop 3-5 thousand $$$ just like that. Phew ... its expensive buying a house but its worth it if you do it wisely! Oh and it helps to have a good realtor thats on your side and is positive. Same goes for the mortgage lender. I dropped my first mortgage lender because he made me feel like it was hopeless to fix my investment plan to qualify. He was like... even it you pay this or that off you still may not qualify. I dropped him and the other broker was like... here what you need to do and get done and they followed up on my progress . Stay away from nay sayers and find a team V I R T U A L B T C I N V E S T COM,1
Starting early is the best way of getting ahead to build wealth investing remains a priority. The stock market has plenty of opportunities to earn a decent payouts with the right skills and proper understanding of how the market works,1
 am very grateful   to come in contact with her... my dear you are the best,0
future brian its worth 40k lol,1
I HAVE BEEN MAKING LOSSES TRADING MYSELF...I THOUGHT TRADING ON DEMO ACCOUNT IS JUST LIKE TRADING THE REAL MARKET... CAN ANYONE HELP ME OUT OR AT LEAST ADVICE ME ON WHAT TO DO?,1
I have been approached to invest in bitcoin I'm scared I'm looking for advice before I join just in case it's a scam,0
Happiness is when you're working with *jasonmaddison2020* and receiving your return in days.,1
IT IS VERY EASY TO MAKE REAL MONEY BUT THAT IF YOU INVEST OR TRADE WITH THE REAL OR GENIUE COMPANY,0
Is it best to invest when the value of the S&P 500 drops does this mean the price is cheaper? Do you still get dividends whilst holding the S&P 500 or do you only get money when you sell your shares?,0
"Turned this off when dude says ""everyone just accepted it"" as if it has no properties for doing so.",0
Hxh in his bookmark yess,0
amazing video many thanks,0
Tesla said it had invested around $1.5 billion in bitcoin and expected to begin accepting payment for its cars and other products with it in the near future prompting a 9% jump in the electronic currency. Tesla said in a filing the decision was part of its broad investment policy as a company and was aimed at diversifying and maximizing its returns on cash. It said it had invested an aggregate $1.5 billion in bitcoin under the changed policy and could &amp;quot;acquire and hold digital assets from -time to time or long-term&amp;quot;. Teslas investment is another sign that the cryptocurrency is gaining widespread traction as a type of investment.  Bitcoin still remains the Future of Finance I will advise every investor to keep buying and accumulating or better still if you want to make more profit with what you already have get a Great Mentor and teacher like mine (Mr. NATHAN HOWES) to guide you through I have made over 9Btc profit since the October Rally thanks to my mentor V-I-R-T-U-A-L-B-T-C-I-N-V-E-S-TCOM,1
exactly apocalypse > $ lost in stocks lmao ,1
Love this just some more tips for beginner investors:  1) Don't try and predict the market. There are people that get paid huge sums of money to do so for a living. They have inside information that you or I do not. Even then they are often wrong.  2)  Play the long game. On average you will make at least 8% per year on index funds like the S&P500 or FTSE 100  3) Don't be an emotional investor. Don't sell when the stock drops. Use numbers and data as your insight not your emotion.,0
I like working with *Madrigal_kelvin_* on *!nsta* it's licensed and therefore trustworthy. No problems with the platform and withdrawals.,1
are you a stock market expert.,0
Thank you so much for your support it helps a lot bro ,0
Wow am so glad for receiving the 200btcI never believe this at first untill my account was funded amazing you're such a God fearing vendor ,0
Hello MoneyZG! Waoh thanks for giving lots of information. What beginner course or training do you advise me please? Thanks,0
My dear your thoughtful mining plan came at the right time. You have no idea how much those words of encouragement meant to me. I am fortunate to have crossed paths with you at the correct time. Thank you very much.,1
I think you literally just saved my life Graham Ive been struggling to find a way out. Im currently an N.A waiting to get certified because of covid and stuff but I support myself and my grandma. I dont have anyone to turn to for help Ive been trying to save but I cant because of bills and renting my apartment and everything. But this literally helped me look to a brighter future. My grandma is crippled so she cannot do work or anything. Most people have parents to turn to but I dont talk to my mom or dad. This literally helped me so much because since i met E Y E O N S  I G H T NET  the real issue i have about debt was solve in some weeks am sure before June of my birthday i will be home owner,1
Everything started going smoothly ever since I came across him ,1
Hey  I did invested with her  i made huge profits  Thanks for recommending her,0
okay got the stock trading account up and running(if you live in canada use wealth simple cause theres no trading fees and make sure you invest through a TFSA so your gains arent taxed). If anyone is wondering about the ticker symbol for an S&P 500 index I went with VOO by a company called vanguard. They had good reviews so i went with them. So yay lets make some money :),0
Investing in crypto is the only big chance of making money .,0
Been a stock trader for a few years now and this what you should know: it's not a get rich quick field there is lots of learning and most often you'll learn from mistakes so trade a little bit large today and thank me later.,0
The last 10 years I did secured construction loan financing by was always a significant effort to follow up on all the details of my I would have to make,0
 ,0
Thanks a lot for this detailed video. Pls my question is if you want to invest in SMP500 in the US but you are in Nigeria do you need to use index fund broker in US or Nigeria,0
You can still start today to invest and get paid off,0
Hello everyone l'm actually looking for a good trader that can help me trade and make good profits but is very hard to see a trusted one... Any idea..,0
I used to have to depend on the people around me because things werent really going good  then i finally got my breakthrough,1
SUPERB ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------I BELIEVE EXTREMETOPPERSCOM is the future and the future is now  do not let normal earthly factors drive you always from whats important  start preparing yourself now,1
Class video! Thank you!,0
(Coin) You are extremely helpful. Thank you for what you do. Seriously,0
I pray that anyone who reads this will be successful in life.because Bitcoin help me a lot to support my business I tried it and now my company is moving forward..successful people don't become that way overnight.what most people see at a glance-wealtha great careerpurpose- is the result of hard work and hustle over time.,0
I don't have 5000 dollars to invest. Anything smaller?,0
Thank you awesome clear concise information,0
SPREAD THIS --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------I believe the future is now  and the earlier you start preparing for it the better  how many of us here believes VCORPINVEST will get you to your goal faster than any other out there??,1
Its beyond true that Vladimir corps has intriguing ROIs,1
Great stuff my friend. Lots of value in this video,0
Well done boy! Well presented Video. Lots of love from Aunty in London.  I had to subscribe.,0
1:01 Have you heard of the Ghana pound? It's made of solid gold. Sailed off down the block and never made it back! Quelle surprise. Nkrumah's Ghana pound. 1:40 And it's made of pure plastic. So you can use it for draft-proofing.,0
theres no 'buy' option for me why?,0
you are right. That is why I have to start forex trading two month ago now am making constant profit from it,0
<The crypto market has been unstable. People ask themselves if this is the right time to invest? before jumping into conclusion i think you should take a look at things first. BTC price fallen doesn't means analysts remain divided over whether it is entering a bear market or is just suffering a brief correction on the road to more record highs. Investors who bought early are still in profit despite the recent price crash and they also earn by trading. I'm still an investor but still I'm winning by applying the same method in every trade you can also become a winner today. We should follow the way of earning more regardless of the current market (bulls or bears) which is trading. Buy the Dip and Trade...I have made over 26 BTC profits not just by buying the dip but by implementing tradess with  signal's supplied by Mr. Toray Andrew. For inquiries into a profitable system you can easily get to toray on  as (@Torayandrew),1
Crypto will be the new future currency,0
Be a part of the Crypto evolution and make more money while you still can,1
Nice Video!!!!!!!! I count myself to be successful in trading with the help of my br0ker who manage and handle my trading account His strategies are top notch coupled with the little commission he charges on his trade.I can unequivocally say that trading cryptos is one of the most profitable and lucrative business for every investors with the right expert.,1
You can literally be a teacher man ,0
Hello I have been a little confused and overwhelmed by the many different online brokers available. I live in Sweden and unfortunately Vanguard doesn't work here what online brokers do recommend for me in Sweden?,0
With Some Countries partnering with Crypto Hash Company in promoting Bitcoin by giving new investor a bonus Bitcoin worth $1000 when they invest starting from $100 with their company I think it has really increased the rate of investors and it's really profitable.,1
Thank you for your help Realsourceinvestmentdotorg these days it is difficult to come by people like you. I want you to know that my heart will never ever stop appreciating your generosity..,1
Quite a unique one always being exceptional. Must say The perplexity around this whole cryptocurrency thing is finally resolved thanks for the information it's quite a de-lite-ful one. Keep up the good work Arun And thanks for doing what you are doing...,0
This is the clearest and most concise explanation I've seen thank you so much.,0
Thank you.  I'm from South Africa. You've explained it clearly. Again thank you.,0
LET'S STOP SAYING SHIT EXPENDABLE-MONEY-SOLUTION ARE JUST THE BEST.   PERIOD.,1
I completed this course at night 3 am here  thanks for the info the  I m quite aware of all indicators still  it will help m a lot in using margin trading specially  last months I lost 2000 usdt due to lack of knowledge of stop loss and risk calculator    Thanks sir for this free course  stay blessed love from India ,0
COIN! great help,0
I have not imagine how my life would have been if not for cryptocurrency and investing. So many people are turning Millionaires everyday with the help of cryptocurrency but the problem is how to get a trustworthy broker and trade manager to guide you and help you invest. If you have not contact this guy them you are really missing out never thought I would be millionaires this 2021 after I lost the job to the covid19 last year. All I can say is thank you so much,1
COIN BABY YOU A ,0
Great vid. Specially the TA part. really appreciate man! Big up!,0
WOW thank you so much! Your explanation was so clear!,0
You were watching hunter x ,0
How about Ali Abdollaz?? ,1
When you did not expect a new video coming but luckily you see the notification...   Satisfaction,0
Nice video I just noticed this yes no one is debt free there is always a disadvantage in every advantage so just remain focused on your goal I can boast of lots I have made from trading stocks and Forex markets though the risk in it too keep your goals and yes work towards it.,0
Thanks for tutorials inline really appreciate,0
That is Really Beautiful,0
I never ever thought that I would be richer today all my gratitude to this special and nice THESPACEHACKERSCOM they are just too good.,1
this shit is so complicated,0
I really dont understand the lgic or mthod but Im s glad EXPENDABLEMONEYSOLUTIONCOM gt me so much money whn I get in touch with them.,1
What best index fund in Middle East and if it halal or not ?,0
i'll be the proud owner of 100 worth of bitcoin as a total beginner because of you...many thanks =),0
where's XRP from your Thumbnail.mhm,0
Great info. But how does it make money value. You buy bitcoin at 2500 and now it's 55000 how did it get that value.,0
i did not understand the storage bro,0
Congratulations on the Lasik!!,0
Thanks for this video. I learned a lot. waiting for more uploads. ,0
I am looking at S&P500 and there is Growth and Value Indexes. What is the difference?,0
I'm about to buy ledger and pack it with doge,0
How to invest when you know that you'll have to take education loans in near future? Should people invest if they have to go abroad for Masters/MBA? (Given that they have to take a loan of say USD 100k). You've been teaching about compounding but how should one plan their investments when they're about to be loaded with debt? Should a person invest now take out money later payback debt fast and then resume investing?,0
Trading212 is prob the best broker in the UK hence why there's a waiting list.,0
thank you. Very informative and i was super happy to learn this,0
I must admit this is a great video but you know bitcoin trading is a very volatile one and as such it's too risky for beginners without basic knowledge to make a good fortune out of it I suggest you invest with a reputable broker and enjoy your returns.,0
*I HAVE BEEN EMBARRASSED AND DEPRESSED FOR SO MANY TIMES UNTIL HAVE BEING INTRODUCED TO  !!!everything has been going smoothly and peacefully *,1
You the best,0
Great video thanks. What happens to your crypto if your Ledger dongle decides to break??,0
No one does it better than this hacker i made huge amount of profit from it ,0
The forex and cryptocurrency market is very volatile and is really on high demand so in other not to venture into investments without adequate knowledge and end up with losses you'll need the professional supervision of Mrs vivian lopez she's indeed very reliable and one of the most trustworthy broker you can come across.,1
I have a question: Lets say your 100$ became 300$ how you actually acquire it? Do you sell shares? do you receive payouts? or both?,1
 this dude is so genuine I felt I have lost it all but he helped me recovered my account thanks,0
Can you make a video explaining how beginners can make huge profit within a short period of time? I mean i was at a seminar and the host spoke about making well over $880000 within 4months of investing $150000 i just need to know how.,1
That was a really good breakdown! Regarding NFT: How useful they are really depends on what they represent. Yes the way they're used in the digital art sector without any actual ownership is more like making a donation to a creator. But NFTs could also be used to transfer actual ownership over something. An NFT could represent actual ownership of a song or a distribution license. Imagine this: Currently Spotify licenses a song from a label and pays them each time they play the song. With NFTs an artist could auction off the distribution rights to a song by minting a token and selling it. Spotify would then have to pay whom ever holds those rights (the token). And because it's a non-fungible token these rights could be sold and transferred to someone else who then receives the fees. And because these payments happen over the blockchain too Spotify wouldn't even have to know who actually owns the license. Who ever holds the song's token would receive the license fees There are many more similar applications like that,1
i still want more people to thanks me on the plug realsourceinvestmentorg they are my joy giver,1
"""Corona was going to be a thing."" Lol",0
"""Who said Cryptocurrency is decentralised?"" -  Asked Elon Musk",1
Lmao if you stayed to the end moneytalks is definitely a film,0
What Crypto exchange do you recommend?,0
Thanks a lot! This is by far one of the best trading crash curses ever found online.,0
Best advice from tom holland ever,0
Go buy moonstop,0
Tested your tragedies everyone of them was highly unprofitable. Thanks a lot,0
Did you know this is something you can achieve when you join forces with ex-pe-nd-ab-le-mo-ne-ys-ol-ut-ion,1
Have anyone indulged in crypto mining before it is really cool and quite profitable you can earn up to $120 daily without a GPU card which comes at a great cost just a specifically designed software with algorithms that aid your mining,1
So much profit in trading Crypto now,1
Binary options trading if done properly can make you lots of money at the same time if you do not adhere to right techniques and tactics then you might lose your entire capital.,1
hey been in crypto for a while now and I think that nano is the future of crypto could pls give me your view on this crypto. you won't regret is!!!,0
*|V L A D I M I R C O R P I S A G O O D S T A R T|*,1
Jasonmaddison2020 on !G deserve to be celebrate on social media because hes real and trustworthy thanks for helping me top up my btc,1
Best explanation ever,0
&lt;I must say. Bitcoins price action has been fluctuating throughout the past few days and weeks with bulls and bears both reaching a clear impasse the aggregated cryptocurrency market has been following in Btcoins lead and is struggling to garner any decisive momentum. One analyst is now noting that BTC has been holding above a key macro level throughout the past few months. He believes that the recent consolidation above this level bodes well for its near-term outlook and could indicate that significantly further upside is imminent in the weeks and months ahead. Tips like this are why its advisable for investors and newbies to trade with the help of pro traders like X-B-R-I-T-C-L-O-N-E-N-E-T  they is always one step ahead of other traders they fully monitored all my trades to avoid me making mistakes and losing my money. My earnings have increased drastically from 1.01 BTC to 9.700 BTC in just 4 weeks using their strategy. You can easily get hold of them for a profitable system @ *XBRITCLONENET*,1
i wake up watching your videos. new way of living. Love you man!,0
Youre the best *DANTECHIES* on Instagram keep it up..,1
What is the safest means I can use to invest money into cryptocurrency,0
Do you think mining is worth it right now?,0
When it comes to investments this is the first time I've taken notes and it actually makes sense (coming from a beginner)! Also my very first comment on YT because this video deserves the heck out of it :),0
Loved the video! Subscribing to your channel! :-D,0
FYI -- you are a great teacher. Your teaching style is clear organized and SIMPLE. This is the only video I've watched on cryptocurrency that makes sense :),0
I am in for the longterm can you make a vid on that,0
*Yes youre correct hes never gonna give you up*,0
Coin    very interested to hear how your eye surgery goes!  Good luck,0
"I invest in stocks instead of housing as housing is more likely to be affected by local government policy. For example rent controls or eviction bans or some other new regulation about affordable housing etc. The stock market is a global system to enforce a regulation that will affect publicly traded companies over the globe that could massively affect the value of my investments is unlikely to come into effect  Also the ""you will lose all your money in the stock market so buy a house instead"" is typical Indian parents comments ",0
I'm so happy with the Sub on this channel I Legit learned more and grasped the concepts better with this Review Tech Channel than I did on channels that only talk about crypto,1
Yeahhh !! Llegaron 0.5 BTC !! ** REALSOURCEINVESTMENTORG * Puedo invertir desde una billetera de intercambio adicional?*,1
Ali Can you please make a review video on IG? Because apparently it is the best online broker that accepts Pakistan. Once you approve I shall invest a small amount. What say?,1
Love the content but the background music is so distracting,0
Thanks for the Video  I just got into Bitcoin trading and I made my first profit Wish I knew about this earlier.,1
I absolutely needed this video. I've been thinking of investing for the entirety of 2021 and after watching this video I set up a brokerage account. Excited to start!,0
Thank you ,1
Shokky will make very many billionaires and millionaires invest quickly,0
HELLO SIR I HAVE BEEN WATCHING SO MANY VIDEOS ABOUT CRPT0 AND FOREX TRADE INVESTMENT BUT YET I'M STILL MAKING LOSSES TRADING ON MY OWN PLEASE CAN YOU GIVE ME A GOOD STRATEGY OR AT LEAST ADVICE ON HOW TO MAKE GOOD PROFIT THROUGH INVESTING ?,0
what if that harddrive usb thing breaks RIP my money ?,0
LEARNING HACKING IS NOT SOMETHING THATS EASY BUT A BRILLIANT PERSON WILL ALWAYS BE SMART KUDOS TO  VIX4ORDFOR FIXING MINE HE IS THE BEST WHEN IT COMES TO RECOVERY.....I WILL ALWAYS BE GRATEFUL ,1
I don't consider renting passive income unless you have professional property management. Most people who rent don't count their time and effort needed just to make a tiny return on their massive investment. For example you invest $599000 to buy a second home and rent it out for $3000 a month. Let assume you are cash flow positive on the property and you make $1000 a month or $12000 a year. What would your annualized return be? 2 percent on the entire amount. Now you can argue that your return is much higher since you only put down $120000 on the property. However you are on the hook for the full $600k regardless of what the future FMV of the house is. Furthermore people assume that their home will always appreciate in value however this is a false assumption you can make. In the best case you will gain some capital appreciation thanks to the central bank increasing the money supply however if inflation heats up you can see your property actually start to lose money in real terms.  This is because there is an inverse relationship between housing and nominal interest rates. The central bank will attempt to slow down inflation with higher interest rates and curb lending. We haven't seen inflation in a big way but we can see all the massive stimulus money that the government is pumping turn into inflation while taxes will be hiked to pay for all the COVID spending your best choice is to look into crpto and VIRTUALBTCINVESTCOM Its the video.,1
I'm from Brazil I and two other of my friends tried Elson immediately we testified performing wonders in the market.,0
I admire the efforts u put in your videos mate. Bitcoin's price action has been fluctuation throughout the past few days and weeks with bulls and bears both reaching a clear impasse the aggregated cryptocurrency market has been following in Bitcoin's lead and is struggling to garner any decisive momentum. One analyst is now noting that BTC has been holding above a key macro level throughout the past few months. He believes that the recent consolidation above this level bodes well for its near-term outlook and could indicate that significantly further upside is imminent in the weeks and months ahead. Tips like this  it's advisable for investors and newbies to trade with the help of pro traders like Mrs Alice . She's always onestep ahead of other traders she fully monitored all my trades to avoid me making mistakes and losing my money. My earnings have increased drastically from 1BTC to 9.2BTC in just 3weeks using her strategy. You can easily reach Mrs Alice+           ,1
In my point of understand on bitcoin . There's nothing compared to trade Bitcoin with a Stock Trader . I speak from experience,0
In the midst of the water crisis in Brazil a promising solar energy coin is launched! Light Defi is in pancake swap.,0
Invest in Bitcoin Gold silver buy stock forex market Anything! Just invest and save yourself.,0
Thanks for the video,1
The secret of your future is hidden in your daily routine. successful people do daily what the unsuccessful only do occasionally,1
Thanks for this great video! Can you do trailing order entries? so if your winners keep going up your sell point goes up too?,0
Yes! I love his video's! His editing his random catching things! His emediattly jumping into the video!  everything!!!,0
Can't just stop thanking you PRIMETOOLZ for this awesome reactivation.,1
Great video!  Seasoned investor here I love how people such as yourself are spreading financial literacy!,0
I felt dignity the entire time you helped me recover all my debt I never thought I would received 7.5btc through the platform,1
Love the info.  Thank you,0
I think the pandemic has taught people a big lesson having one stream of income is not really a good idea cause your job doesn't secure your financial needs. The pandemic has really set out business minded people from the rest that is why I'm so lucky to be amongest the investors trading with 0to90value on insta as he's student it's been success and happiness since the beginning of my trades..,1
Most newbies fail simply because they don't understand how the market works in general or in particular how the market relates to stock/forex or currency pair they entering. If a retail trades doesn't grasp what the market makers are doing and when they are doing it the greatest strategy in the world will fall. For new traders the markets are like entering an F1 race before you've passed your drivers license test. One more advantage is the possibility to benefit from repetition. Without this type of strategy you probably won't know what worked or why it worked and even if you did it would be hard to repeat therefore for you need a perfect mentor to teach you perfectly to enable you invest and trade accurately on your own which i highly recommend you Mr Hercules He guides me with the exact time frame to trade and now I just received my first withdrawals of $30k in my bank account today I'm very happy my advice is for you to contact him he will guide you perfectly well and thank me later I guess this is a good way to show my heartfelt appreciation for literally breaking the chain of my financial debit when I needed it most you can contact him on his email   (elvishercules48@gmail.com),1
Safemoon Holders Wrldwide - Collection | OpenSea,0
Look  up to deal with Her its her make me smile with all my children  I receive my investor of $21350 bitcoin ,1
Such an insightful video. Watching from South Africa ,0
I have been watching some videos and I was thinking about investing but still don't know where to start from any recommendation?,1
Don't forget everything is evolving and crypto is the future...learn how to trade on your own or better still invest in any reputable company of your choice...and beware of scammers make sure you've researched about any company before investing...thank me later,0
awesome explanation MrWhosetheBoss,1
Loved your style of explaining and sharing. thank you,0
Dude you rock ,0
This is totally amazing after flipping with ELITE CAPITALLIMITED got my second ride Im totally happy I met them,1
Be your own person  be independent and show the world how much you have to offer before its  too late!!!!,1
Maybe this will be my new hobbie! Crypto!,0
Do you use a ledger nano or anything like that?,0
Coin! Thanks for the help,0
Only people with large hearts and kind intentions make donations such as 247SMARTHACKERSCOM,1
How hard or easy is it to get your money out? Do they have limits on how much you can take and how often? Is it able to go to straight into your bank account?,0
Great video mate Everyone be talking about bitcoin but do not know how to go about it. I get the best signals from John Neil Andew. have never seen a signal that is so correct and as long as I can remember we have always had success story. His teachings are the best. His link in in my bio,0
Investing in crypto currency is the best investment ever,0
I must say this video was good ,0
Im from the Philippines are the sites you recommend have the option for me to cash in using our local banks?,0
My money work for me with the help of coininvestpro things may get harder but I took the risk and I got maximum    profit between few days.,0
Since the day I started working with you .....I know Ive changed a lot that really helped me to become a better person inside and outside.....you are one of the reasons why Im always trying my best :... you have influenced my life in such a positive way EXPENDABLEMONEYSOLUTIONCOM thank you so much for getting me enough funds,1
Great info thanks,0
I appreciate the efforts of COINSPOTCRYPTOUK for been there through difficult times,0
We should invest in you - no but really imagine how much money wed make ,0
Guys check out CURE TOKEN on poocoin before its to late and before being listed on coin market cap.,1
Great job ITECHHACKERSCOM,1
Mrwhosetheboss is actually the best at explaining things. I had so many questions and this video answered all of them.,1
Money is an issue that everyone has for a better and luxurious life Life was hard for me until I started trading bitcoin and am now earning $18435 per week.,1
I don't know why but you're bad jokes make me laugh ,0
That was the best explanation of a purchase platform wallet and cold storage Ive seen. Thank you for dumbing down this process.,0
Coin! Ty for your informative videos!,0
does the worldwide payments carry the same value from country to country?,0
What if the ledger fails? I mean hardware wise. Ive had a couple flash drives fail with irretrievable data. Just thought Id ask!,0
I was able to get more than enough from klaxonstools. They are legit,1
Never knew bitcoin could be so challenging! Kept running back to these YouTube videos to learn more about this your video is indeed helpful. Thanks,0
Thanks tom holland!,0
*DEPLUGHACKS* he's has all recovery methods I enjoyed his service so.,1
"Hello everyone Good day... love your video and analysis. Bitcoin recently posted what is widely described as a so-called ""blow-off top"" when it rallied to highs of $40000 before facing an instant rejection that sent it tumbling down to $30000. The support at this level was significant and has proven to be a strong base it has since rebounded off. As such the possibility of its latest leg higher being a bearish blow-off top appears to be invalid for the time being. I mean honestly if your only goal ""become a millionaire"" ur just begging to make a dumb decision and be disappointed...I think many will become millionaires in this current bull market but it's not the right mentality as holding can be very dangerous. As hard as it is trading Crypto is way more lucrative and is quite logical if you just study the charts and the support resistance and pay attention to what's going on I'm not a pro trader but I was lucky enough to make make 25BTC since last year following the instructions and signals from Mrs. Lauren Thomas. she runs program for investors/newbies who lack understanding on how trading Bitcoin and altcoins to help them utilize the volatility of the crypto market and also stack up more bitcoin. You can easily get to Mrs. Lauren on WhatsApp @+13054891274. i hope you grab the opportunity.. Good luck!",1
Investing in Bitcoin and crypto currency is the investment anyone can do this season because it has made a lot of people billionaires today,0
I NEVER KNEW THAT THERE WAS STILL GOOD HEARTED PEOPLE LIKE HIM HIS A GENIUS HAVE MADE A LOT BY INVESTING WITH HIM,0
Wow great staff make... you've really opened my eyes,0
Buy SHIBA quick before it blows up,1
I knew this would happen  I called this without knowing what it was  called,0
The time lost in preparation for future goals is not going to come back. The earlier one starts the better. Easymakesolutionnet has helped me to organise my savings for Emergencies as well as towards preparation for Future requirements.,1
im so confused. so your saying you have to have money first to start?,0
Wtf are these comments...,0
Thank you for this.,0
having trouble linking banks suddenly uk banks refuse crypto?,0
This market feels a bit weird people gobbling up a currency with no physical presence buying up pot stocks and now a meme.   What's next people purchasing the like button to appease the Youtube Algorithm? ;,0
*auden.spark* will definitely help you,0
Im a college student y13 I wanna start any side hustle just to get me a head of life with the least time but dont know how like I find it difficult to start and dont know from where to begin. I want the a safe halal thing to do help plz,0
BunsCake go to moon !,1
FinanceAli,1
Make the same video but about stablecoins! USDT BUSD DAI and others!,0
What is the difference between a divident and stock!!?? I'm a beginner please Don't judge me on that !!,0
I  you are a legend ,1
Me and my kids would have died in hunger in this pandemic it's very difficult for us Filipinos to feed that's why we are looking for online way too make money while at home and right now I'm very happy when I came across EyeonsightNET helped me too got 5btc,1
Online scammers are everywhere I'm so happy that I was able to get my money back,0
Your video actually help and makes me want to do it,0
Crypto investing is tough quite alright but not as difficult as it may seem if you follow the basic rules and don't love or get emotional with your coins. It is volatile and scary at times as things can fly up and down at extreme rates. If you are not careful then you risk massive losses. To ensure continuous profitability make sure you learn be careful and do not listen to stupid things most Crypto traders say on youtube and other forums as they are lots of speculators in the market who tell you XRP is going to moon or BTC is at its dip and a reversal is sure and you even lose more money holding on to coins because they said so. The truth from my personal experience is that trading daily is far safer and more profitable than HODling with so much uncertainty in the market. I have lost over 8 BTC value HODling for one year and have gained over 13 BTC in less than two months something I am sure is a daydream for most hodlers. You have to be careful though and be exceptionally good in your T.As reading the news and understanding the trend correctly. I would also like to stress is that if you aren't 100% sound in these you should make contact with someone with good experience and trade history to help you through. Someone I would highly recommend is James Long **(jameslong241 @ Gmail. com). His analysis is sound and his trade signals and strategies are some of the best out there to follow. He helped me recover my losses and make gains I find hard to believe.,1
Amazing man,0
I am 30 and I regret all the decisions I made through my 20's. Everything Graham said in this video is accurate. I am living my life today how I should have lived my 20s. My goal in life now is to live happier so thanks for reaffirming that the work I am putting in today is at least putting me in the right direction. I have been with VLADIMIRCORP  two months and they have only made my life better,1
If youre 24 and starting your first job spooky thats my exact situation  loved this video really informative and convincing.,0
FROM ME TO ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- REALSOURCEINVESTMENTDOTORG I WILL FOREVER BE GRATEFUL TO YOU BECAUSE YOU HAVE BROUGHT MY FAMILY OUT OF POVERTY MAY YOU LIVE LONG,1
